,recordid,content,attitude
187,149461,楚子航提着村雨在路上,4
188,149476,美帝中心思想:各位要保护环境，不要把人类生存环境搞奔溃了，不然人类都完了，当然我美帝也没法24小时开空调，遍地大排量汽车了。各位想想是不是很恐怖。所以你们要环保，这样我的排放才不会搞奔溃生态,2
189,149478,无毛复原的中型驰龙科老复原真是丑哭了这体型在驰龙科犹他盗龙和大盗龙科罗氏特拉塔尼亚龙之间，不过复原的一团糟,4
190,149479,白毛猪的环保武器啊，畜牲玩意儿，我们植树消灭沙漠，它们都会说，假环保真压制。,2
191,149494,利益怪，搞什么环保不环保的，毁灭吧赶紧的,2
192,149496,非洲人管我们啥事啊 自己管自己吧 幼稚人类本来就是自私食物链同情别人反被屠杀想一想印第安人,4
193,149503,人们当然也不想竞争，不想这么疯狂的发展武器，都想安安稳稳的过日子，我们经历过的事情告诉我们，不发展的话就会被人欺负。人们一边知道这样会破坏环境，一边又“被迫”发展,3
194,149512,千万年来，人类始终不曾拥有共同的目标，这是个悲伤的事实，有人需要为此负责,1
195,149515,呀，通贝里呀，这是啥套装，挺时尚呀,2
196,149529,是老美了，整天嘴上说正义，人权，手上却干着灭绝人性的事,2
197,149531,恐龙说英语  我就是被盎撒灭绝的 我们被迫学习英语  所以我只会英语,4
198,149535,为什么说英语？做为恐龙最大的故乡华夏，恐龙应该说中文。,4
199,361047,人类保护的从来不是地球，而是人类自己，破坏环境，最后付出代价的只能是人类。,1
200,361054,感觉除了夏天就是冬天了根本没有春秋,1
201,361056,请问是谁在过去的日子里进行了掠夺，还打算栽赃给别人！,3
202,361064,希望西方白人早日行动起来,1
203,361066,换句话说，大自然不需要人类的怜悯，保护自然的目的是保护我们自己,1
204,361077,西方人少浪费点粮食和能源，估计情况会好的多,1
205,361081,我觉得比较尴尬的是藏族人，他们老说梅里雪山是神山山里的雪不会化，但说实话，这几年山头上的雪和程序员的头发一样稀疏，冰川飞速后退，我也不知道他们到时候会不会说女神搬家了,1
206,361094,最近5年内就算在国内都能感受到气候相比以前几十年发生了很大的变化。比如十天内10度以上的温差，反季节温度和降水等等。更别说这几年能直接影响全球的一些灾害了。,1
207,361095,估计又有人说是人类活动导致的了,2
208,361137,非洲不是全境干旱，很多土地肥沃吧，矿产也还行,4
209,147487,整个短片突出了一个中心思想，只说漂亮话，不做人事，这就是西方的行为准则,1
210,147759,是拜登!是蜥蜴人!,4
211,147938,我不针对视频内容，只是说下恐龙讲英文这事，这视频老外拍的，不用自己语言其他的也未必会呀，要是中国人拍的视频很大几率是恐龙讲中文，所以真没必要在恐龙讲英文这点上杠。你要说那怎么不让恐龙讲恐龙语，那做这个视频的意义是什么呀，谁都听不懂那个恐龙在叫些什么..,4
212,147939,换句话说，一个灭绝的生物凭什么代表人类保护地球，地球不需要人类保护，哪怕一百万个原子弹炸在地球也只是表面破一点点皮(当然人类会灭绝)地球还在，人类保护环境只是为了延续人类的火种,1
213,148008,西式环保：喊口号，上街，行为艺术中式环保：三北防护林、碳中和、青山绿水,1
214,148011,然而恐龙并没有灭绝，只是进化成了鸟类,4
215,148020,有一种野性的气息,4
216,148037,你们花在渲染这个恐龙上的电能，完全可以驱动水泵给沙漠中的树苗浇一分钟水，或者驱动贫困山区小学的电脑一小时，可以干许多有意义的事，可是你们却拿来渲染恐龙。,1
217,148136,这明明是好事，视频也没有带任何偏见，搞不懂评论区为什么自己带偏见？,1
218,148200,为什么这龙是雄性？不是雌性？为什么发言的体色偏白不是黑，偏黑不是白？素食性三角龙凭什么不能发言？海里的代表呢？同性的代表呢？你咬住梁龙的脖子时，它有没有说一句我不能呼吸？,4
219,148218,看标题我还挺期待，以为是联合国整了个好活，用新观点的那种带羽毛的恐龙特效，寓教于乐一下。从现代人类灭绝的可能之一“环境”引申一下恐龙灭绝时小行星撞地球造成的环境变化和现在人为造成的环境变化有什么相同和不同,3
220,170584,说到环保……CHINA！,2
221,170866,他们是真关心气候问题还是有别的目的呀，有没有懂的兄弟,3
222,170910,环球时报这是想站队哪些堵路的“环保人士”？两边都不是什么好东西，建议全部被创死嗷,2
223,212029,什么都要往政治上靠，他们是来讨论气候问题的，总带私货利用别人太恶心了,3
224,285972,考拉和袋鼠泛滥太多了，烧掉一下也不是坏事情吧！可惜的是上面的其他物种，生物资源库要减少多少啊，特别是有些古老物种还没被发现就被烧没了。,2
225,284976,其实主要是真的在中国，你只要发现哪里着火了。周围的人第一时间想的肯定不是逃跑想的肯定是先灭火再说。男的绝对是第一时间冲上去的。,4
226,285005,除了游行，土澳人民还能做啥？,4
227,285021,我敢说这些为考拉喊口号的人在山火时没几个去转移考拉的。你说火灾区普通人无法参与。那离火灾区近没着火的地方能提前转移了吧！少了几个月也没见几个自愿者去行动。现在又来游街为考拉喊口号。考拉有一句mmp不知道当讲不当讲。一群虚伪自私又圣母女表的人,4
228,285035,我弟弟在澳大利亚，当地鬼老挺喜欢中国人的，政府不是应该以人民的意愿为主吗？怎么这么爱反华。狗头保命,4
229,285039,有时间组团抗议，没时间去组团灭火,4
230,285154,澳大利亚真是凭一国之力，让考拉这一个种族濒临灭绝了。,1
231,285155,要 考拉?  不要骆驼?,3
232,285169,国家体制问题：山火，在他们的国家，是专业人员去救火的，或者是一些义工。一般文官或者军队几乎不参与。但是如果在中国，那是全民参与的事情。比如，如果遇到台风、雪灾、洪涝等地质灾害，每个行政机构都要有人通宵值守，甚至都是地方上的一把手牵头。这些人都不是专业人员。但他们作为一个政府工作人员就有这个责任去做这些。而不是等灾难来到才去处理。这次澳洲的山林大火，如果是中国，一开始就会受到很高重视，政府专职官员也会亲自去扑火，所以说，在中国，这场火灾有可能不会燃烧时间那么长。而这些都是义务，免费的。这在外国是很难理解到的，怎么会有政府工作人员义务性免费地去抗灾呢？一句话总结：澳大利亚等传统西方国家没有全民救灾的意识和传统，更加没有这样子的体制和方案，他们救灾主要靠消防员，老百姓能做的就是捐款。澳大利亚已经收了数千万美金的捐款了，管理机构称这笔钱没有调查清楚捐款者的目的是想要用以直接救灾还是改善消防员的待遇，所以慢慢调查，一直没动这笔钱。前线救灾的只有1300多名消防员。对比1987年我国大兴安岭森林大火动员了六万多名消防员，武警，军人，公务员。,4
233,285263,可能是环境不一样，我总不能了解外国人的思想。选国家领导人选没有经验的，全靠自己的喜好，新手不犯错很难啊，啥经验都没，想要一个好的领导全靠运气。,4
234,285266,山火烧了几个月，自己跑夏威夷度假，冠状病毒一出来，周六加班禁止中国人入境。干啥啥不行，反华第一名。大土澳牛逼（狗头）,4
235,285368,当出现环境问题，西方人：游行中国人：赶紧想想办法解决问题,1
236,285388,考拉被烧：游行；涨退休年龄：游行；上一年这一时候发生过游行：游行。什么时候没女朋友或者没钱吃饭，甚至被生为人也去游行一把最好，把脑子和行动力都发展在游行上，争做最会游行的自由民主国家。,4
237,285403,怎么这么多人没上过物理啊，火如果大到一定程度，一桶水上去，跟火上浇油差不多，不懂可以问，少说多看勤做事，别个个瞎抖机灵。,4
238,285656,我们敦促澳大利亚政府，尊重人民人权，对国民要求予以重视，并坚决反对澳洲政府对人民采取武力措施,4
239,285703,不干预自然我称之为懒，修墙拦兔子却不知道兔子会打洞我称之为蠢，撸掉前前总统是私，澳大利亚是流放囚犯的地方又可以叫女干，霍顿事件我称之为建结论，这国家没救了,4
240,285704,灾难全靠天等下雨，或者烧光自然熄灭动植物全部烧死……这样的政府就是不管无能……只心疼澳洲那些动物生活在这种国度倒了血霉,1
